m   f
11.84	0.471
12.23	0.006
12.17	0.627
12.32	0.088
12.22	0.069
11.79	0.380
12.05	0.673
12.22	0.077
12.32	0.917
12.25	0.890
12.10	0.728
12.06	0.628
12.22	0.975
12.15	0.708
12.33	0.078
12.36	0.223
11.91	0.522
12.08	0.992
11.75	0.349
12.11	0.772
12.24	0.108
11.95	0.614
11.95	0.618
12.34	1.000
12.18	0.858
11.88	0.283
12.04	0.639
12.22	0.947
12.33	0.964
12.24	0.611
11.82	0.326
11.90	0.550
12.29	0.967
12.17	0.887
