_RAJ2000;_DEJ2000;Vmag;B-V
250.2573986;+36.4838247;20.927; 0.695
250.3714542;+36.5426750;20.927; 0.720
250.2900328;+36.5034464;20.928; 0.763
250.3265044;+36.5161228;20.929; 0.702
250.3007769;+36.5354106;20.929; 0.712
250.2651211;+36.5405217;20.932; 0.707
250.3046533;+36.4983758;20.938; 0.704
250.3051450;+36.4285500;20.942; 0.735
250.3096275;+36.4899853;20.943; 1.585
250.3320464;+36.5162178;20.943; 0.639
250.3724008;+36.5272886;20.944; 0.763
250.2315933;+36.4893119;20.944; 0.773
250.2657897;+36.5460214;20.945; 0.777
250.3167336;+36.4911675;20.952; 0.687
250.3351086;+36.4039883;20.953; 0.707
250.3030633;+36.4943919;20.953; 0.724
250.2564183;+36.5417689;20.954; 0.745
250.2275822;+36.5240511;20.955; 0.756
250.3023458;+36.4665492;20.956; 0.659
250.2246344;+36.4229750;20.958; 0.762
250.2872944;+36.5367956;20.960; 0.757
250.3245081;+36.5368667;20.961; 0.821
250.3517478;+36.5368333;20.962; 0.764
250.3534806;+36.4334672;20.964; 0.684
250.3773897;+36.4724114;20.966; 0.700
250.3083711;+36.4836936;20.967; 0.721
250.3430986;+36.4949678;20.969; 0.725
250.3775639;+36.5346278;20.969; 0.729
250.3270133;+36.5426103;20.977; 0.770
250.3371669;+36.4797431;20.980; 0.702
250.2798542;+36.5446714;20.982; 0.708
250.3358836;+36.5311539;20.982; 0.709
250.1907200;+36.5016450;20.983; 0.772
250.3031222;+36.5456239;20.984; 0.812
250.3631414;+36.5317414;20.985; 0.698
250.2937492;+36.5145811;20.985; 0.683
250.3666489;+36.4190406;20.986; 0.666
250.3070908;+36.5274608;20.986; 0.735
250.3142817;+36.4832067;20.987; 0.719
250.2406428;+36.4138600;20.987; 1.084
250.3662958;+36.5132728;20.990; 0.774
250.2626853;+36.5123953;20.992; 0.790
250.3166417;+36.4783375;20.993; 0.693
250.2451525;+36.4822153;20.995; 0.739
250.3646728;+36.5326283;20.996; 0.734
250.1884703;+36.4025522;20.997; 0.764
250.2162125;+36.4869519;20.997; 0.787
250.2816736;+36.5395289;20.998; 0.816
250.3312714;+36.4956597;20.998; 0.736
250.2050836;+36.5385694;21.000; 0.730
250.3183381;+36.5197589;21.003; 0.798
250.3686625;+36.4735803;21.005; 0.740
250.3171647;+36.4776517;21.010; 0.728
250.3690842;+36.5196997;21.014; 0.728
250.3534319;+36.5454583;21.016; 0.707
250.3424481;+36.4639667;21.017; 0.730
250.3327786;+36.4746450;21.017; 0.754
250.3667844;+36.4955983;21.018; 0.727
250.3196281;+36.4716486;21.021; 0.724
250.3130769;+36.5058047;21.022; 0.673
250.3218936;+36.5200622;21.027; 0.777
250.2981797;+36.4857181;21.027; 0.776
250.3733358;+36.5203042;21.027; 0.728
250.3528061;+36.4855153;21.028; 0.828
250.3521536;+36.5261172;21.029; 0.730
250.3162989;+36.5243667;21.035; 0.699
250.1845828;+36.4971931;21.036; 0.681
250.2783614;+36.5064831;21.038; 0.722
250.3240003;+36.5111703;21.039; 0.740
250.3627869;+36.5282375;21.042; 0.761
250.3699272;+36.5318422;21.045; 0.728
250.1858617;+36.5156511;21.045; 0.684
250.3130789;+36.5434972;21.047; 0.753
250.3415883;+36.5442769;21.047; 0.672
250.3577769;+36.5188136;21.049; 0.735
250.2903461;+36.4816867;21.051; 0.779
250.3341931;+36.5138014;21.051; 0.848
250.2837856;+36.5085917;21.055; 0.602
250.3375322;+36.5407358;21.056; 0.766
250.2459058;+36.5227261;21.057; 0.790
250.2135825;+36.5413619;21.061; 0.787
250.3641886;+36.4838469;21.063; 0.792
250.3292525;+36.5441089;21.065; 0.779
250.3780728;+36.5317156;21.065; 1.285
250.3675533;+36.5206258;21.066; 0.755
250.2668092;+36.4947950;21.068; 0.707
250.3055478;+36.4946967;21.069; 0.774
250.3130475;+36.4908408;21.070; 0.789
250.3327431;+36.5355781;21.071; 0.652
250.3340944;+36.5438097;21.072; 0.733
250.2859172;+36.5026547;21.073; 0.730
250.3188814;+36.5417756;21.074; 0.724
250.3519411;+36.5407719;21.075; 0.795
250.3108428;+36.5231467;21.075; 0.698
250.2961806;+36.5342564;21.076; 0.876
250.3663756;+36.5388061;21.076; 0.835
250.3590961;+36.5296000;21.078; 0.838
250.3621922;+36.4992000;21.081; 0.759
250.3796314;+36.5384800;21.082; 0.721
250.2679447;+36.4812767;21.083; 0.771
250.2145247;+36.4066939;21.085; 1.510
250.3670533;+36.5017469;21.085; 0.791
250.2266025;+36.5235567;21.089; 0.669
250.2047119;+36.5111269;21.090; 0.753
250.3644167;+36.5268853;21.093; 0.806
250.3176039;+36.5388475;21.096; 0.859
250.2975967;+36.4909400;21.101; 0.721
250.3705097;+36.5061486;21.106; 0.664
250.3544761;+36.5004300;21.107; 0.722
250.3572886;+36.5265850;21.107; 0.719
250.2901869;+36.4528186;21.107; 0.740
250.3085461;+36.5215508;21.107; 0.791
250.3432172;+36.4866156;21.109; 0.759
250.3332522;+36.4640728;21.110; 0.747
250.3717917;+36.4978903;21.110; 0.797
250.3337700;+36.5289061;21.112; 0.711
250.2222000;+36.4777617;21.112; 0.713
250.3265586;+36.5364944;21.113; 0.799
250.3607747;+36.3968733;21.115; 0.846
250.3753719;+36.5428272;21.116; 0.770
250.3447378;+36.5065636;21.116; 0.777
250.2255003;+36.4469722;21.118; 0.691
250.3733842;+36.5228525;21.119; 1.281
250.3583358;+36.5351250;21.119; 0.748
250.2229697;+36.4676267;21.120; 1.031
250.3553361;+36.5091197;21.122; 1.234
250.3395572;+36.4647911;21.126; 0.786
250.3501328;+36.5375681;21.130; 0.820
250.3617753;+36.5112853;21.130; 0.760
250.2505314;+36.4372686;21.134; 0.785
250.3378828;+36.5228183;21.135; 0.794
250.3503414;+36.5174544;21.135; 0.756
250.3367683;+36.4714653;21.135; 0.733
250.3602467;+36.5297342;21.139; 0.788
250.3141369;+36.5286986;21.139; 0.766
250.2860017;+36.5369336;21.143; 0.737
250.2380781;+36.5051531;21.144; 0.822
250.2935422;+36.5406286;21.145; 0.846
250.2346567;+36.4114961;21.146;-0.065
250.3705322;+36.5236728;21.146; 0.777
250.1905292;+36.4431336;21.148; 0.772
250.3029453;+36.5199678;21.150; 0.701
250.2598842;+36.4544767;21.154; 0.808
250.2981814;+36.5418028;21.154; 0.813
250.2105156;+36.4997106;21.154; 0.761
250.3078222;+36.5253375;21.160; 0.783
250.2653089;+36.4611075;21.160; 0.681
250.2658575;+36.5274331;21.160; 0.772
250.1949106;+36.5050881;21.162; 0.751
250.3580939;+36.5231236;21.163; 0.824
250.3526833;+36.4961239;21.164; 0.798
250.3440978;+36.5354044;21.165; 0.752
250.3642761;+36.5034003;21.169; 0.785
250.3135272;+36.4558425;21.169; 0.740
250.3768428;+36.5385006;21.170; 0.794
250.2442500;+36.5373858;21.173; 0.785
250.3435728;+36.4604825;21.175; 0.729
250.2700344;+36.5236094;21.176; 0.734
250.2551661;+36.4858892;21.178; 1.403
250.3565736;+36.5152000;21.180; 0.748
250.2955214;+36.5322128;21.182; 0.791
250.3065478;+36.5292617;21.182; 0.833
250.3730667;+36.5431392;21.184; 0.872
250.3605086;+36.5199406;21.189; 0.883
250.3667011;+36.4976478;21.191; 0.785
250.3113428;+36.4159367;21.194; 0.763
250.3764728;+36.5006911;21.194; 0.771
250.2029547;+36.4070222;21.194; 0.786
250.2759011;+36.4506044;21.195; 0.726
250.3612881;+36.4792011;21.196; 0.776
250.3693103;+36.5204894;21.198; 0.954
250.2782711;+36.5009922;21.202; 0.829
250.2705078;+36.4737331;21.207; 0.829
250.3547861;+36.5274208;21.210; 0.896
250.3725586;+36.5223575;21.213; 0.780
250.3699397;+36.5160231;21.213; 0.831
250.3593089;+36.5290819;21.214; 0.759
250.3214486;+36.5212211;21.215; 0.916
250.3249086;+36.4167039;21.215; 0.757
250.3673158;+36.5097764;21.216; 0.789
250.3658364;+36.4453789;21.218; 0.839
250.3120722;+36.4681103;21.218; 0.818
250.2629658;+36.4625272;21.218; 0.710
250.3595242;+36.5129428;21.219; 0.773
250.3607664;+36.4985064;21.221; 0.805
250.3579664;+36.4341219;21.223; 0.759
250.3550222;+36.4158644;21.233; 0.764
250.3385383;+36.4934622;21.235; 0.738
250.2120714;+36.5167728;21.237; 0.761
250.3000433;+36.5103297;21.237; 0.702
250.2446772;+36.5256078;21.237; 0.804
250.3555517;+36.5312769;21.238; 0.800
250.3633397;+36.5029100;21.239; 0.701
250.2000733;+36.4799814;21.240; 0.713
250.3004467;+36.3910083;21.241; 0.808
250.3445736;+36.5367514;21.242; 0.815
250.3362883;+36.4340547;21.243; 0.782
250.3791081;+36.5297803;21.246; 0.872
250.2182581;+36.4503100;21.247; 0.802
250.3448317;+36.5121622;21.249; 0.772
250.2356525;+36.4957811;21.250; 0.756
250.3615889;+36.5343669;21.253; 0.912
250.3356281;+36.4476294;21.255; 0.829
250.2977269;+36.5417639;21.255; 0.726
250.2939494;+36.4621103;21.255; 0.722
250.3466453;+36.5130572;21.256; 0.788
250.3260303;+36.4926522;21.258; 0.857
250.3712119;+36.5291008;21.258; 0.778
250.2335194;+36.4853581;21.259; 0.724
250.2413781;+36.5427106;21.263; 0.710
250.3664606;+36.4903728;21.265; 0.766
250.3800667;+36.5431606;21.265; 0.841
250.3438969;+36.4896928;21.269; 0.797
250.3081933;+36.5190483;21.270; 0.856
250.3680617;+36.5043253;21.270; 0.831
250.2624967;+36.5132803;21.273; 0.861
250.3190894;+36.5152511;21.273; 0.789
250.3296492;+36.5095331;21.275; 0.759
250.1934189;+36.4822314;21.276; 0.809
250.3172281;+36.5223119;21.278; 0.795
250.3084600;+36.4947294;21.285; 0.803
250.3622536;+36.4553200;21.285; 0.529
250.3773314;+36.5439911;21.286; 0.761
250.3393944;+36.4343056;21.287; 0.818
250.3358547;+36.4858150;21.287; 0.779
250.3654506;+36.4917836;21.288; 0.840
250.3057636;+36.5208192;21.288; 0.684
250.3529911;+36.4748928;21.289; 0.805
250.3251733;+36.5036717;21.290; 0.851
250.3088408;+36.5297911;21.293; 0.751
250.3172964;+36.5417975;21.293; 0.908
250.3104739;+36.5234508;21.295; 0.844
250.3163017;+36.4403381;21.297; 0.711
250.3474628;+36.4943389;21.298; 0.804
250.3749142;+36.5385608;21.299; 0.788
250.2056531;+36.5405364;21.303; 0.820
250.3132553;+36.4769114;21.303; 0.754
250.3636922;+36.5256183;21.303; 0.772
250.2801400;+36.4260133;21.309; 0.878
250.2568492;+36.5080481;21.310; 0.815
250.3026472;+36.5446014;21.311; 0.755
250.2635322;+36.4869367;21.311; 0.778
250.3569453;+36.4995558;21.312; 0.945
250.1865161;+36.5067964;21.312; 1.234
250.3554442;+36.5417536;21.312; 0.779
250.3593453;+36.5142592;21.315; 0.846
250.3288717;+36.4821692;21.316; 0.700
250.2940650;+36.5309589;21.317; 0.834
250.2163061;+36.4252936;21.319; 0.883
250.2759672;+36.4909250;21.319; 0.763
250.3156708;+36.5084847;21.321; 0.733
250.2330378;+36.5261189;21.328; 0.803
250.3328700;+36.5408189;21.329; 0.776
250.3602922;+36.5386839;21.330; 0.859
250.3703861;+36.5423042;21.331; 0.826
250.3667797;+36.4855656;21.337; 0.808
250.2939475;+36.5427958;21.337; 0.802
250.3299933;+36.5289586;21.339; 0.799
250.2741603;+36.4939544;21.340; 0.811
250.2829558;+36.4692525;21.340; 0.744
250.2095006;+36.5440894;21.341; 0.750
250.3405092;+36.5196261;21.342; 0.768
250.3466947;+36.5144489;21.345; 0.924
250.3165172;+36.4696561;21.345; 0.722
250.3551294;+36.5180106;21.347; 0.776
250.2807333;+36.5315783;21.347; 0.843
250.3763572;+36.5197244;21.348; 0.909
250.3164606;+36.5277342;21.348; 0.802
250.3475442;+36.5276917;21.349; 0.797
250.3170175;+36.5305203;21.350; 0.877
250.2408019;+36.5195700;21.353; 0.860
250.3316669;+36.4094597;21.354; 0.807
250.3010442;+36.5239789;21.354; 0.908
250.1842697;+36.4922042;21.355; 0.747
250.3612978;+36.4694161;21.357; 0.780
250.2031650;+36.4204953;21.366; 0.597
250.3181875;+36.4751778;21.367; 0.864
250.3639311;+36.4579775;21.367; 0.811
250.3630597;+36.5182394;21.368; 0.764
250.3383397;+36.5437247;21.370; 0.859
250.3407608;+36.4643708;21.370; 0.826
250.3346250;+36.4555106;21.370; 0.846
250.3640017;+36.5303339;21.372; 0.876
250.3016858;+36.4919992;21.373; 0.899
250.3761436;+36.3985931;21.373; 0.786
250.3569383;+36.5326008;21.373; 0.757
250.3527511;+36.5349733;21.378; 0.709
250.2411044;+36.3909847;21.381; 0.690
250.3266936;+36.5360511;21.381; 0.783
250.2688339;+36.5016694;21.384; 0.837
250.2294525;+36.4247192;21.390; 0.739
250.3662375;+36.5288122;21.391; 0.780
250.3768003;+36.4642453;21.393; 0.830
250.3633458;+36.4400942;21.394; 0.811
250.2809086;+36.5278483;21.395; 0.814
250.3396894;+36.5011781;21.396; 0.806
250.3175458;+36.5377442;21.401; 0.936
250.3159506;+36.5374667;21.401; 0.660
250.2427661;+36.5355708;21.402; 0.813
250.3432267;+36.5413106;21.403; 0.761
250.3417192;+36.5403019;21.408; 0.877
250.3506281;+36.5430203;21.410; 0.813
250.3136542;+36.5420836;21.410; 0.861
250.3372856;+36.4947333;21.412; 0.833
250.2895917;+36.5158397;21.412; 0.786
250.2914428;+36.5358161;21.412; 0.839
250.3631267;+36.4419950;21.414; 0.812
250.3020289;+36.5425308;21.414; 0.814
250.3191375;+36.5369456;21.415; 0.807
250.3638436;+36.5159633;21.416; 0.879
250.1927650;+36.4629903;21.417; 0.872
250.2319903;+36.4606631;21.417; 0.608
250.3711231;+36.5275614;21.418; 0.831
250.3423431;+36.5045153;21.419; 0.961
250.3457781;+36.4768686;21.420; 0.915
250.1893450;+36.5422250;21.425; 0.746
250.1983128;+36.5034311;21.425; 0.820
250.2896194;+36.5415733;21.428; 0.757
250.3470072;+36.5349606;21.429; 0.850
250.3679992;+36.5381983;21.429; 0.789
250.3077500;+36.4854894;21.431; 0.889
250.3236597;+36.5425433;21.433; 0.874
250.3616217;+36.4600214;21.434; 0.924
250.3607694;+36.5101492;21.434; 0.766
250.3333453;+36.5337639;21.439; 0.858
250.3523611;+36.5277703;21.442; 0.866
250.2534947;+36.4424261;21.442; 0.764
250.3101572;+36.4986872;21.443; 0.877
250.3638361;+36.4784978;21.445; 0.895
250.3703003;+36.4097753;21.449; 0.824
250.3180114;+36.5063258;21.452; 0.782
250.2631344;+36.4816706;21.453; 0.826
250.3046097;+36.5413461;21.457; 0.757
250.3371814;+36.4706150;21.460; 0.792
250.2600458;+36.4202731;21.461; 0.855
250.3493550;+36.5180597;21.465; 0.883
250.2319372;+36.4175708;21.465; 0.875
250.3714769;+36.5208247;21.467; 0.859
250.3699603;+36.4460183;21.471; 0.821
250.3406806;+36.5288614;21.473; 0.892
250.3782533;+36.5167444;21.474; 0.840
250.3589814;+36.4910264;21.474; 0.725
250.3262656;+36.4813519;21.477; 0.750
250.3502133;+36.5216428;21.477; 0.848
250.2311844;+36.5168261;21.478; 0.834
250.3032483;+36.5186817;21.479; 1.003
250.2174989;+36.5452908;21.480; 0.882
250.2614350;+36.4753944;21.480; 0.807
250.3487858;+36.5405222;21.481; 0.768
250.3613506;+36.5384622;21.483; 0.948
250.3313867;+36.5000717;21.485; 0.742
250.2674272;+36.5346919;21.486; 0.948
250.3712575;+36.5083469;21.487; 0.856
250.3565181;+36.5306192;21.487; 0.792
250.2894644;+36.5132581;21.489; 0.889
250.3338606;+36.5304586;21.489; 0.898
250.3409603;+36.5409642;21.492; 0.804
250.2883719;+36.4731978;21.492; 0.756
250.3751919;+36.5242269;21.492; 0.840
250.2039781;+36.4969583;21.493; 0.679
250.3331894;+36.5178442;21.494; 0.782
250.3391164;+36.5443269;21.494; 0.808
250.3120472;+36.5264656;21.495; 0.777
250.3640511;+36.4165019;21.495; 0.785
250.3625017;+36.5397294;21.502; 0.868
250.3524122;+36.5200500;21.505; 0.920
250.3350753;+36.4865792;21.506; 0.842
250.2137086;+36.5217081;21.507; 0.802
250.3465633;+36.5452100;21.510; 0.780
250.2181742;+36.4965078;21.511; 0.901
250.2388694;+36.5406906;21.512; 0.835
250.3727772;+36.4729544;21.514; 0.874
250.3702206;+36.5083353;21.521; 0.945
250.2687892;+36.5364756;21.524; 0.869
250.2673939;+36.5189503;21.524; 0.876
250.3165083;+36.5397303;21.528; 0.884
250.2976933;+36.5280517;21.529; 0.791
250.2791586;+36.5407306;21.530; 0.839
250.3191100;+36.4810897;21.531; 0.858
250.3399011;+36.4752150;21.531; 0.448
250.3256817;+36.4577783;21.533; 0.852
250.3421058;+36.5003922;21.544; 0.770
250.3577189;+36.5123200;21.550; 0.800
250.3665094;+36.4881336;21.552; 0.738
250.3783239;+36.4908697;21.555; 0.805
250.3538500;+36.4793142;21.555; 0.812
250.3519275;+36.4358136;21.559; 0.927
250.3212611;+36.5227978;21.559; 0.863
250.3264939;+36.5269539;21.560; 0.816
250.3768458;+36.4995117;21.561; 0.823
250.3252361;+36.4871194;21.563; 0.930
250.2137961;+36.4762108;21.563; 0.745
250.3418333;+36.4875061;21.565; 0.864
250.3404914;+36.5421925;21.568; 0.834
250.2867411;+36.5005967;21.573; 0.902
250.2889153;+36.5429081;21.580; 0.787
250.2932825;+36.5423914;21.583; 0.768
250.3554478;+36.4423094;21.584; 0.976
250.3715197;+36.4946222;21.585; 0.858
250.3672031;+36.5321853;21.587; 0.973
250.2663511;+36.5311736;21.590; 0.903
250.3500292;+36.5205067;21.592; 0.884
250.2978886;+36.5299147;21.596; 0.902
250.3697472;+36.5427733;21.596; 1.083
250.3533756;+36.5083617;21.597; 0.849
250.3114047;+36.5439742;21.603; 0.840
250.2737239;+36.4909567;21.608; 0.765
250.3783742;+36.5155642;21.609; 0.969
250.2349392;+36.5343900;21.609; 0.905
250.3732767;+36.4958478;21.611; 0.852
250.3271378;+36.4793050;21.612; 0.737
250.3322383;+36.5385436;21.614; 0.990
250.3287286;+36.5032869;21.618; 0.779
250.3607992;+36.3934858;21.619; 0.885
250.3524417;+36.4887550;21.621; 0.805
250.3613181;+36.4765278;21.622; 0.800
250.2140339;+36.5404092;21.622; 0.976
250.2468381;+36.4492800;21.622; 0.965
250.3327736;+36.4716697;21.625; 0.870
250.3446922;+36.5394447;21.628; 0.865
250.3243969;+36.5436833;21.628; 0.930
250.3482053;+36.3936753;21.628; 0.791
250.3224006;+36.5153392;21.633; 0.901
250.3369567;+36.4898567;21.633; 0.794
250.3692736;+36.5320164;21.633; 0.737
250.1989444;+36.5402383;21.636; 0.929
250.3446017;+36.4993564;21.637; 0.832
250.3786450;+36.5180883;21.637; 0.860
250.2683156;+36.5189508;21.641; 0.755
250.3689422;+36.4541494;21.641; 0.950
250.2425625;+36.5310839;21.646; 0.813
250.3305542;+36.5222878;21.648; 0.892
250.2849094;+36.4463222;21.653; 0.721
250.3762664;+36.3977192;21.653; 0.750
250.3073033;+36.4842844;21.658; 0.748
250.3037508;+36.4653603;21.658; 0.191
250.3320733;+36.5085475;21.660; 0.824
250.2210750;+36.5299358;21.660; 0.799
250.2127344;+36.3987706;21.663; 0.570
250.3047347;+36.5232050;21.681; 0.748
250.1898003;+36.4493072;21.687; 0.852
250.1918242;+36.5243025;21.688; 0.908
250.3439722;+36.4614892;21.689; 0.860
250.2794286;+36.5337300;21.693; 0.886
250.3058444;+36.5380911;21.705; 0.882
250.2283158;+36.5280731;21.707; 0.917
250.2703314;+36.5425047;21.708; 0.955
250.3274561;+36.4660464;21.711; 0.866
250.3772367;+36.5209736;21.712; 1.029
250.3473975;+36.5161289;21.713; 0.928
250.3721797;+36.4158797;21.714; 0.794
250.2837536;+36.4164714;21.715; 0.839
250.3224100;+36.4829331;21.718; 0.904
250.2713506;+36.5420336;21.727; 0.882
250.1990261;+36.3996942;21.742; 0.969
250.2191314;+36.5426133;21.757; 0.813
250.3258203;+36.5325614;21.822; 0.877
250.3338025;+36.5374414;21.822; 0.965
250.3502967;+36.4411469;21.830; 0.872
250.2611594;+36.3956567;21.849; 0.844
250.2686356;+36.5400222;21.858; 0.901
250.3468139;+36.3902750;21.874; 0.852
250.3349978;+36.4357275;22.091; 0.490
250.3481333;+36.5048342;11.973; 1.552
250.3503469;+36.4251942;12.203; 1.306
250.3629211;+36.4667708;12.488; 1.297
250.3773014;+36.4954219;12.668; 1.182
250.3526683;+36.4291781;12.708; 1.200
250.3673119;+36.4242983;13.225; 0.949
250.3682378;+36.4510667;13.407; 1.017
250.3208397;+36.4300136;13.534; 0.984
250.3785281;+36.5036353;13.644; 0.868
250.3325872;+36.4105978;13.648; 0.947
250.3134603;+36.4900472;13.728; 0.953
250.3532739;+36.5042372;13.917; 0.927
250.3780822;+36.5021022;13.939; 0.905
250.3685572;+36.4592433;14.018; 0.901
250.3460483;+36.4681681;14.108; 0.668
250.3521617;+36.4938775;14.171; 0.897
250.3755775;+36.4431950;14.194; 0.703
250.3529125;+36.4220386;14.277; 0.867
250.2835444;+36.5049781;14.332; 0.666
250.2755747;+36.4229867;14.496; 0.827
250.3239150;+36.4916836;14.510; 0.836
250.3312881;+36.4427853;14.519; 0.842
250.3129058;+36.3982836;14.602; 0.842
250.3301336;+36.4540386;14.663; 0.822
250.3677669;+36.5005083;14.702; 0.826
250.3262925;+36.4446911;14.705; 0.820
250.3664914;+36.4776425;14.706; 0.819
250.3628003;+36.4474789;14.708; 0.817
250.3714031;+36.4937175;14.753; 0.818
250.3154428;+36.4639378;14.765; 0.818
250.2711458;+36.4725033;14.776; 0.819
250.3638742;+36.5396550;14.785; 0.825
250.2778936;+36.4097817;14.785; 0.865
250.3066964;+36.5093131;14.795; 0.817
250.2902736;+36.4458417;14.810; 0.831
250.3618317;+36.4246303;14.819; 0.814
250.3714214;+36.4695919;14.827; 0.827
250.3418789;+36.4755492;14.843; 0.839
250.3702761;+36.4600875;14.858; 0.782
250.3603764;+36.4379408;14.867; 0.817
250.3522669;+36.5137017;14.895; 0.825
250.3615150;+36.4805939;14.943; 0.080
250.3376217;+36.4661372;14.945; 0.071
250.2608144;+36.4377483;14.952; 0.793
250.3636653;+36.4790894;14.954; 0.652
250.2914531;+36.5029061;14.958; 0.160
250.3757550;+36.4370786;14.963; 0.086
250.3284592;+36.4731656;14.967; 0.802
250.3078436;+36.4174125;14.969; 0.800
250.3318661;+36.5183067;14.988; 0.157
250.3405556;+36.4655483;15.027; 0.792
250.3312317;+36.5078003;15.035; 0.789
250.3731722;+36.5278656;15.048; 0.792
250.3236392;+36.4368283;15.051; 0.796
250.3370803;+36.4608828;15.080; 0.067
250.3308197;+36.4433953;15.092; 0.040
250.3276875;+36.4787486;15.099; 0.796
250.3470250;+36.4693478;15.124; 0.780
250.3640581;+36.4918125;15.124; 0.779
250.3434650;+36.4686497;15.137; 0.784
250.3589994;+36.4769636;15.143; 0.796
250.3665783;+36.4782281;15.145; 0.780
250.3692300;+36.4579589;15.149; 0.053
250.3382506;+36.4364036;15.163; 0.057
250.3607281;+36.4766753;15.165; 0.792
250.3641186;+36.4811411;15.196; 0.775
250.3511194;+36.4702536;15.224; 0.027
250.3146883;+36.5174869;15.242; 0.754
250.3558731;+36.4524047;15.248;-0.018
250.3725672;+36.4255561;15.265; 0.001
250.3667478;+36.4349719;15.266; 0.773
250.3758631;+36.5188419;15.274; 0.011
250.3703086;+36.5293347;15.275; 0.774
250.3659619;+36.4588947;15.276; 0.014
250.3098453;+36.4588092;15.281; 0.782
250.3680044;+36.4478411;15.294; 0.011
250.3413764;+36.5178753;15.295; 0.014
250.3196219;+36.4932094;15.309; 0.020
250.3697072;+36.4814200;15.312; 0.763
250.3521942;+36.4095167;15.331; 0.766
250.3471417;+36.5085128;15.340; 0.016
250.3374406;+36.4003708;15.342; 0.752
250.3479947;+36.4303103;15.356; 0.761
250.3644872;+36.4391122;15.358; 0.758
250.3524350;+36.4355722;15.383; 0.755
250.3252383;+36.4737447;15.388; 0.006
250.3404225;+36.4475364;15.399; 0.010
250.3507317;+36.4230514;15.402;-0.020
250.3743347;+36.5164675;15.409;-0.013
250.2834850;+36.5015164;15.409;-0.137
250.3728097;+36.4547178;15.427; 0.746
250.3690419;+36.4483686;15.429;-0.018
250.3547178;+36.5070553;15.441; 0.774
250.3712500;+36.4410183;15.447;-0.042
250.3378739;+36.4969956;15.450;-0.027
250.3234606;+36.4147417;15.452;-0.016
250.3699981;+36.4700867;15.453;-0.025
250.3683039;+36.5170067;15.463;-0.018
250.3740228;+36.4687267;15.464; 0.761
250.3007908;+36.4850869;15.503;-0.028
250.3764261;+36.4174097;15.517; 0.733
250.3639047;+36.4700292;15.523;-0.020
250.3491844;+36.5298381;15.589; 0.756
250.3702719;+36.4743650;15.620; 0.747
250.3660886;+36.4503219;15.667; 0.745
250.3284825;+36.4950656;15.675; 0.737
250.3491703;+36.4770236;15.693; 0.732
250.3607922;+36.4336086;15.737; 0.703
250.3346653;+36.4976872;15.739;-0.079
250.3673156;+36.5060469;15.740; 0.746
250.3318064;+36.4432636;15.774;-0.043
250.3297600;+36.5177519;15.781;-0.051
250.3442842;+36.4992208;15.783; 0.757
250.3565906;+36.4349378;15.789; 0.718
250.2505272;+36.5130367;15.875;-0.058
250.3752444;+36.5072978;15.881;-0.085
250.3282494;+36.4963561;15.918;-0.073
250.2888106;+36.4334217;15.926; 0.727
250.3595042;+36.4971103;15.977;-0.180
250.3359869;+36.4319236;16.044;-0.097
250.2433542;+36.4346833;16.116; 0.726
250.3561261;+36.4685769;16.134;-0.105
250.2534536;+36.5136933;16.142; 0.705
250.2992714;+36.4464508;16.187; 0.710
250.3723267;+36.4358592;16.236;-0.132
250.3118036;+36.5174461;16.334; 0.703
250.3162400;+36.5365556;16.365;-0.126
250.2557406;+36.4332228;16.384; 0.691
250.2450794;+36.5301608;16.390; 0.247
250.2945983;+36.5181997;16.407; 0.693
250.2296303;+36.4851450;16.408; 0.645
250.3679194;+36.4370789;16.445;-0.126
250.3186572;+36.4142175;16.523;-0.112
250.2918825;+36.4735064;16.523; 0.686
250.2987731;+36.4746708;16.563; 0.689
250.3188664;+36.4272983;16.594;-0.126
250.2582833;+36.4720872;16.636; 0.679
250.3423417;+36.4911950;16.643;-0.176
250.2865564;+36.5212097;16.703; 0.674
250.2171136;+36.4903106;16.717; 0.676
250.2330372;+36.4775481;16.762; 0.666
250.3394989;+36.5120381;16.808;-0.124
250.2560514;+36.5319658;16.813; 1.123
250.2911789;+36.4617300;16.837; 0.657
250.3106669;+36.5035244;16.837; 0.674
250.3658800;+36.4920217;16.854;-0.124
250.2564836;+36.4667903;16.872; 0.670
250.2498644;+36.4209853;16.886; 0.653
250.2810708;+36.5333503;16.901; 0.645
250.2910089;+36.4147136;16.915; 0.659
250.2741772;+36.4082408;16.925; 0.677
250.2741483;+36.4417656;16.957; 0.651
250.3778592;+36.4878881;16.996;-0.173
250.2934850;+36.4274308;17.009; 0.662
250.2701406;+36.4624842;17.031; 0.655
250.2837697;+36.4030211;17.052; 0.637
250.2890478;+36.4089069;17.072; 0.670
250.3432972;+36.4292231;17.086;-0.143
250.2498597;+36.4416906;17.090; 0.646
250.3576011;+36.4565853;17.111;-0.135
250.2334536;+36.4680778;17.131; 0.653
250.2665028;+36.4624078;17.157; 0.642
250.3022053;+36.4375606;17.164; 0.663
250.3681864;+36.4218050;17.172;-0.156
250.1979728;+36.4788228;17.177; 0.679
250.3116150;+36.5003281;17.189; 0.647
250.3039856;+36.3968411;17.189; 0.651
250.3059625;+36.5160322;17.208; 0.659
250.3011489;+36.5272717;17.210; 0.423
250.2713286;+36.5125069;17.214; 0.623
250.2095564;+36.4688339;17.230;-0.163
250.3050583;+36.4894147;17.235; 0.654
